Fixed missing image: The Perfect Friend, The Perfect Poison -> /images/August31DigitalSiren.jpeg
======================================================================
STEP CLASSIFICATION RESULTS
======================================================================
[    August]       Economic + ['Political', 'Social']                  | Economic:45 | Political:41 | Social:37 | Technological:0 | Curing the Wrong Disease
[  December]         Social + ['Political']                            | Social:114 | Political:59 | Economic:21 | Technological:8 | The Army of the Unloved
[  February]      Political + ['Social']                               | Political:114 | Social:18 | Technological:16 | Economic:0 | The Arrest Warrant for the Algorithm
[     March]         Social + ['Political']                            | Social:95 | Political:29 | Technological:23 | Economic:0 | The Automation of Intimacy
[  November]      Political + ['Technological']                        | Political:68 | Technological:30 | Social:11 | Economic:5 | The Autopsy of a Lying God
[  December]      Political + ['Social']                               | Political:85 | Social:23 | Economic:21 | Technological:5 | The Autopsy of the Common Good
[   January]         Social + ['Political', 'Technological']           | Social:50 | Political:47 | Technological:28 | Economic:1 | The Backdoor to the Phylum
[     March]      Political + ['Social']                               | Political:85 | Social:53 | Economic:9 | Technological:0 | The Ballot of the Balkans
[    August]      Political + ['Social', 'Economic']                   | Political:56 | Social:38 | Economic:17 | Technological:8 | The Battlefield Dissolves
[  November]      Political + ['Technological', 'Social', 'Economic']  | Political:79 | Technological:38 | Social:27 | Economic:24 | The Beautiful Distraction
[      July]       Economic + ['Social', 'Political']                  | Economic:42 | Social:28 | Political:15 | Technological:8 | The Beautiful, Flawed Blueprint
[   October]      Political + ['Social']                               | Political:19 | Social:10 | Technological:8 | Economic:0 | The Birth of the Jester-God
[  November]      Political + ['Social']                               | Political:94 | Social:21 | Technological:3 | Economic:0 | The Birth of the Wolf
[   January]       Economic + ['Technological', 'Political', 'Social'] | Economic:43 | Technological:20 | Political:20 | Social:17 | The Blindness of the Insider
[  November]      Political + ['Social']                               | Political:75 | Social:45 | Technological:19 | Economic:7 | The Blueprint for a New Genesis
[      July]       Economic + ['Political']                            | Economic:62 | Political:53 | Social:2 | Technological:0 | The Blueprints for the Fortress
[ September]  Technological + ['Economic', 'Political', 'Social']      | Technological:33 | Economic:32 | Political:21 | Social:14 | The Breaking of the Fever
[      July]       Economic + ['Political']                            | Economic:59 | Political:40 | Technological:11 | Social:2 | The Brittle Bones of Globalization
[ September]      Political + ['Economic']                             | Political:45 | Economic:23 | Technological:13 | Social:9 | The Cannibal King
[     March]      Political + ['Economic']                             | Political:73 | Economic:44 | Social:11 | Technological:11 | The Casino of the Collapse
[      July]         Social + ['Political', 'Economic']                | Social:32 | Political:25 | Economic:18 | Technological:5 | The Catalog of Coping Mechanisms
[  February]         Social + ['Political', 'Technological']           | Social:57 | Political:37 | Technological:24 | Economic:13 | The Catechism of the Vampire
[    August]  Technological + ['Political', 'Economic']                | Technological:55 | Political:51 | Economic:26 | Social:6 | The Cathedral of Rules
[   October]      Political + ['Technological', 'Economic']            | Political:40 | Technological:13 | Economic:13 | Social:11 | The Children's Crusade
[   October]      Political + ['Social', 'Technological']              | Political:38 | Social:27 | Technological:13 | Economic:4 | The Chisel of God
[  December]         Social + ['Political']                            | Social:56 | Political:22 | Economic:13 | Technological:1 | The Chorus of the Dead
[   January]         Social + ['Political']                            | Social:41 | Political:10 | Technological:7 | Economic:0 | The Clinical Validation of the Cage
[    August]  Technological + ['Economic']                             | Technological:60 | Economic:26 | Political:11 | Social:10 | The Clockmaker's Miscalculation
[ September]      Political + ['Social', 'Technological']              | Political:37 | Social:17 | Technological:13 | Economic:0 | The Closing of the Book
[  December]         Social + ['Political', 'Economic', 'Technological'] | Social:29 | Political:28 | Economic:17 | Technological:10 | The Collapse of the Signal
[   January]      Political + ['Social']                               | Political:54 | Social:30 | Technological:6 | Economic:5 | The Commissars of the Void
[      July]         Social + ['Political']                            | Social:31 | Political:23 | Technological:2 | Economic:0 | The Connective Tissue
[   October]      Political + ['Economic']                             | Political:54 | Economic:19 | Technological:16 | Social:2 | The Council of Ghosts
[   October]      Political + ['Social', 'Technological']              | Political:33 | Social:23 | Technological:13 | Economic:5 | The Council of the Uncanny
[    August]         Social + ['Political']                            | Social:81 | Political:31 | Economic:15 | Technological:0 | The Crisis of Posterity
[ September]      Political + ['Social']                               | Political:37 | Social:24 | Economic:5 | Technological:3 | The Crypt of the Mind
[   January]         Social + ['Political', 'Economic']                | Social:48 | Political:31 | Economic:18 | Technological:5 | The Cult of the Clean Air
[  November]         Social + ['Political']                            | Social:55 | Political:30 | Economic:12 | Technological:3 | The Curriculum of Collapse
[   January]      Political + ['Social', 'Economic']                   | Political:50 | Social:28 | Economic:20 | Technological:0 | The Curriculum of the Castaway
[      July]      Political + ['Social']                               | Political:44 | Social:23 | Technological:3 | Economic:3 | The Death of a Civic Religion
[   October]      Political + ['Economic', 'Technological']            | Political:52 | Economic:29 | Technological:23 | Social:7 | The Declaration of the Field
[     March]      Political + ['Economic', 'Social']                   | Political:50 | Economic:31 | Social:27 | Technological:1 | The Diagnosis of the Unteachable
[  February]       Economic + ['Political']                            | Economic:44 | Political:33 | Social:10 | Technological:10 | The Dialogue of the Ghost and the Machine (Part 1)
[  February]      Political + ['Economic']                             | Political:94 | Economic:44 | Social:12 | Technological:3 | The Dialogue of the Ghost and the Machine (Part 2)
[  February]  Technological + ['Political']                            | Technological:28 | Political:17 | Economic:9 | Social:8 | The Dissection of the Demon
[     March]      Political + ['Economic']                             | Political:59 | Economic:22 | Technological:15 | Social:4 | The Doctrine of the Harpoon
[ September]      Political + ['Economic']                             | Political:67 | Economic:22 | Social:3 | Technological:3 | The Dream from the Top of the World
[      July]         Social + ['Economic', 'Political', 'Technological'] | Social:43 | Economic:35 | Political:22 | Technological:14 | The Economist's Blind Spot
[ September]      Political + ['Technological', 'Social', 'Economic']  | Political:41 | Technological:30 | Social:23 | Economic:16 | The Emergency Transfusion
[     March]         Social + ['Economic', 'Political', 'Technological'] | Social:23 | Economic:21 | Political:17 | Technological:10 | The Enclosure of the Eye
[ September]       Economic + ['Technological', 'Political']           | Economic:30 | Technological:26 | Political:26 | Social:6 | The End of Infinity
[   October]       Economic + ['Political']                            | Economic:61 | Political:41 | Technological:11 | Social:6 | The End of the Long Summer
[    August]      Political + ['Economic']                             | Political:72 | Economic:56 | Technological:9 | Social:4 | The End of the Paper Empire
[      July]       Economic + ['Technological', 'Political']           | Economic:52 | Technological:30 | Political:27 | Social:2 | The Engine of Tomorrow's Crises
[      July]       Economic + ['Technological', 'Political']           | Economic:32 | Technological:24 | Political:23 | Social:6 | The Engineer's Prayer Before the Flood
[    August]      Political + ['Economic', 'Social']                   | Political:69 | Economic:29 | Social:24 | Technological:3 | The Eulogy for a Scale
[   January]      Political + ['Social']                               | Political:60 | Social:35 | Technological:9 | Economic:0 | The Eulogy for the Linear Mind
[    August]      Political + ['Technological', 'Economic']            | Political:84 | Technological:40 | Economic:29 | Social:13 | The Eulogy for the Old World, and a Flawed Map for the New
[  February]      Political + ['Economic']                             | Political:48 | Economic:16 | Technological:7 | Social:6 | The Exodus of the Architects
[   October]      Political + ['Economic', 'Technological']            | Political:55 | Economic:39 | Technological:19 | Social:14 | The Fall of the Giants
[    August]         Social + ['Technological', 'Political']           | Social:42 | Technological:18 | Political:14 | Economic:4 | The Fever Chart from the Engine Room
[  November]      Political + ['Economic']                             | Political:68 | Economic:12 | Technological:10 | Social:4 | The Fever Chart of a Dying World
[   January]      Political + ['Technological', 'Economic']            | Political:26 | Technological:14 | Economic:13 | Social:9 | The Field Guide to the Dark Forest
[  November]      Political + ['Economic']                             | Political:66 | Economic:49 | Technological:11 | Social:2 | The Final Calculation
[    August]       Economic + ['Technological', 'Political']           | Economic:44 | Technological:36 | Political:21 | Social:6 | The Final Calculation Before the Flood
[  December]         Social + ['Political', 'Technological']           | Social:51 | Political:29 | Technological:16 | Economic:0 | The Final Fantasy
[ September]       Economic + ['Political']                            | Economic:56 | Political:34 | Technological:14 | Social:4 | The Final Ghost of a Dead Idea
[  November]      Political + ['Social']                               | Political:47 | Social:24 | Technological:12 | Economic:2 | The Final Philosophy of a Dying Age
[    August]       Economic + ['Political']                            | Economic:33 | Political:19 | Social:8 | Technological:8 | The Final Polite Request
[    August]      Political + ['Social']                               | Political:65 | Social:24 | Technological:7 | Economic:3 | The Final Poll
[ September]      Political + ['Economic']                             | Political:81 | Economic:20 | Technological:15 | Social:4 | The Final Verdict
[  December]      Political + ['Social']                               | Political:62 | Social:26 | Technological:10 | Economic:4 | The Final, Sane Diagnosis
[  November]      Political + ['Economic', 'Social', 'Technological']  | Political:54 | Economic:49 | Social:21 | Technological:20 | The Final, Sane Prescription
[      July]      Political + ['Economic']                             | Political:51 | Economic:14 | Social:2 | Technological:2 | The Financial Engine of the Fracture
[    August]      Political + ['Technological']                        | Political:79 | Technological:13 | Economic:6 | Social:4 | The First Casualty of the Thaw
[  February]      Political + ['Technological']                        | Political:80 | Technological:32 | Economic:17 | Social:4 | The First Flash of the Perimeter
[ September]      Political + ['Social']                               | Political:59 | Social:18 | Technological:9 | Economic:2 | The First Reckoning
[ September]      Political + ['Technological']                        | Political:59 | Technological:23 | Social:4 | Economic:0 | The First Shot: Charlie Kirk
[  November]         Social + ['Political']                            | Social:64 | Political:39 | Economic:18 | Technological:7 | The First Synthetic Religion
[   January]         Social + ['Political']                            | Social:70 | Political:34 | Economic:12 | Technological:4 | The Foreclosure of the Mind
[  November]      Political + ['Social']                               | Political:55 | Social:32 | Technological:9 | Economic:4 | The Forging of the Enemy
[  December]      Political + ['Economic']                             | Political:40 | Economic:29 | Technological:6 | Social:4 | The Forging of the Lithium Fortress
[    August]      Political + ['Technological', 'Social']              | Political:46 | Technological:38 | Social:25 | Economic:0 | The Fragile Consensus
[    August]       Economic + ['Technological', 'Political']           | Economic:24 | Technological:16 | Political:11 | Social:4 | The Fuel for the New Gods
[  February]  Technological + ['Economic', 'Political']                | Technological:38 | Economic:32 | Political:27 | Social:2 | The Geometry of the Ghost
[ September]      Political + ['Economic']                             | Political:67 | Economic:22 | Technological:8 | Social:2 | The Ghost Empire and the Shadow Sovereigns
[    August]         Social + ['Political']                            | Social:46 | Political:45 | Economic:8 | Technological:5 | The Ghost in the Data
[   October]      Political + ['Technological']                        | Political:54 | Technological:13 | Social:6 | Economic:0 | The Ghost in the Machine-of-State
[      July]         Social + ['Political']                            | Social:52 | Political:17 | Technological:9 | Economic:5 | The Ghost in the Network
[ September]      Political + ['Social']                               | Political:18 | Social:10 | Economic:3 | Technological:0 | The Ghost in the Nursery
[  December]      Political + ['Social', 'Technological']              | Political:56 | Social:29 | Technological:24 | Economic:0 | The Ghost of Christmas Past Is the Only One Left
[    August]      Political + ['Technological', 'Economic']            | Political:72 | Technological:31 | Economic:28 | Social:4 | The Ghost on the Steppe
[   January]      Political + ['Social']                               | Political:37 | Social:32 | Technological:7 | Economic:4 | The Goddess of the Machine
[  December]      Political + ['Social']                               | Political:45 | Social:33 | Technological:13 | Economic:2 | The Gospel of the Earth
[  November]      Political + ['Technological', 'Social']              | Political:47 | Technological:27 | Social:18 | Economic:10 | The Gospel of the Malleable Past
[  November]      Political + ['Economic', 'Technological']            | Political:48 | Economic:30 | Technological:22 | Social:6 | The Gospel of the Physical
[  November]         Social + ['Political']                            | Social:86 | Political:33 | Technological:9 | Economic:0 | The Gospel of the Spectacle
[  November]      Political + ['Social', 'Technological']              | Political:44 | Social:27 | Technological:20 | Economic:0 | The Gospel of the Upgradeable Body
[   January]      Political + ['Social']                               | Political:61 | Social:52 | Technological:15 | Economic:5 | The Great Firewall of the Soul
[   October]       Economic + ['Political', 'Technological']           | Economic:39 | Political:18 | Technological:16 | Social:4 | The Great Guessing Game
[ September]         Social + ['Political']                            | Social:44 | Political:27 | Economic:9 | Technological:8 | The Grey Fog
[  February]      Political + ['Social']                               | Political:67 | Social:26 | Technological:2 | Economic:0 | The Iconography of the Fall
[    August]      Political + ['Social', 'Technological']              | Political:26 | Social:20 | Technological:16 | Economic:3 | The Illusion of the 'Correct' Scroll
[     March]         Social + ['Political', 'Technological']           | Social:57 | Political:33 | Technological:18 | Economic:1 | The Invention of the Hapaborean
[      July]      Political + ['Economic']                             | Political:73 | Economic:27 | Technological:19 | Social:2 | The Irrelevant Ocean
[ September]      Political + ['Economic']                             | Political:54 | Economic:31 | Technological:16 | Social:6 | The King's New Treasure
[   October]      Political + ['Social']                               | Political:17 | Social:8 | Technological:2 | Economic:0 | The Last Angel
[      July]      Political + ['Social']                               | Political:45 | Social:16 | Economic:11 | Technological:9 | The Last Audit
[  December]      Political + ['Economic']                             | Political:59 | Economic:47 | Technological:4 | Social:2 | The Last Audit of Empire
[   January]      Political + ['Social']                               | Political:42 | Social:35 | Technological:7 | Economic:5 | The Last Audit of the Normie Age
[  November]      Political + ['Economic']                             | Political:79 | Economic:57 | Technological:8 | Social:5 | The Last Blueprint for a Ghost
[  November]      Political + ['Economic']                             | Political:58 | Economic:29 | Social:4 | Technological:0 | The Last Contract of a Dying City
[    August]         Social + ['Political']                            | Social:40 | Political:34 | Economic:10 | Technological:2 | The Last Custodians of a Dead Language
[  November]      Political + ['Social']                               | Political:69 | Social:43 | Economic:13 | Technological:8 | The Last Defender of a Dying God
[  December]         Social + ['Political']                            | Social:88 | Political:48 | Technological:14 | Economic:13 | The Last Generation of the Old World
[  December]         Social + ['Political', 'Economic']                | Social:40 | Political:20 | Economic:17 | Technological:11 | The Last Great Cure
[    August]      Political + ['Economic']                             | Political:45 | Economic:30 | Technological:11 | Social:5 | The Last Great Photo-Op of the Old World
[  December]         Social + ['Political']                            | Social:73 | Political:26 | Economic:11 | Technological:3 | The Last Honest Question
[  November]      Political + ['Technological']                        | Political:93 | Technological:11 | Social:8 | Economic:0 | The Last Indictment
[      July]      Political + ['Economic']                             | Political:76 | Economic:29 | Social:14 | Technological:10 | The Last Map of a Vanishing World
[  December]      Political + ['Social', 'Economic']                   | Political:54 | Social:22 | Economic:22 | Technological:10 | The Last Prayer of a Dying Faith
[   October]      Political + ['Social']                               | Political:66 | Social:21 | Technological:18 | Economic:0 | The Last Professor
[  December]  Technological + ['Political']                            | Technological:59 | Political:42 | Economic:16 | Social:12 | The Last Protest of the Human
[ September]      Political + ['Social']                               | Political:52 | Social:31 | Technological:3 | Economic:0 | The Last Roar
[  December]      Political + ['Economic']                             | Political:71 | Economic:33 | Social:11 | Technological:8 | The Last Sane Man's Eulogy
[ September]      Political + ['Technological']                        | Political:60 | Technological:17 | Economic:10 | Social:2 | The Last Signature
[   January]      Political + ['Social']                               | Political:43 | Social:41 | Economic:10 | Technological:9 | The Last Theologian
[  December]       Economic + ['Political']                            | Economic:74 | Political:59 | Technological:12 | Social:4 | The Last War of the Nanosecond
[  December]      Political + ['Economic']                             | Political:67 | Economic:49 | Social:11 | Technological:0 | The Last Will and Testament of a Unified America
[      July]      Political + ['Technological', 'Economic']            | Political:59 | Technological:48 | Economic:37 | Social:11 | The Last Will and Testament of a Worldview
[  February]  Technological + ['Social', 'Economic', 'Political']      | Technological:28 | Social:19 | Economic:18 | Political:13 | The Leap from the Blind Watchmaker
[    August]      Political + ['Economic']                             | Political:61 | Economic:25 | Technological:11 | Social:10 | The Lightning Rod for the Storm
[  February]      Political + ['Technological']                        | Political:75 | Technological:19 | Social:13 | Economic:10 | The Liturgy of the Exoskeleton
[   January]         Social + ['Political']                            | Social:78 | Political:56 | Economic:7 | Technological:5 | The Manifesto of the Bottleneck
[  December]      Political + ['Social', 'Economic']                   | Political:55 | Social:37 | Economic:17 | Technological:0 | The Manifesto of the Plunder
[   January]      Political + ['Technological']                        | Political:49 | Technological:11 | Social:10 | Economic:2 | The Manifesto of the Workshop
[  February]      Political + ['Economic']                             | Political:57 | Economic:34 | Technological:9 | Social:4 | The Manual of the Divorce
[ September]      Political + ['Economic']                             | Political:60 | Economic:18 | Technological:13 | Social:2 | The Map of the Earthquake
[  December]      Political + ['Economic']                             | Political:70 | Economic:21 | Social:18 | Technological:7 | The Math of the Hollow City
[     March]  Technological + ['Economic', 'Political']                | Technological:28 | Economic:15 | Political:13 | Social:6 | The Mathematics of the Pause
[   January]      Political + ['Social']                               | Political:77 | Social:8 | Economic:8 | Technological:2 | The Measure of the Schism
[  December]         Social + ['Political']                            | Social:68 | Political:27 | Economic:20 | Technological:11 | The Medicalization of Obsolescence
[     March]       Economic + ['Political']                            | Economic:60 | Political:20 | Technological:12 | Social:8 | The Memo from the Event Horizon
[ September]         Social + ['Political']                            | Social:51 | Political:29 | Technological:4 | Economic:0 | The Midwife's Prophecy
[  December]      Political + ['Social']                               | Political:119 | Social:35 | Economic:22 | Technological:0 | The Midwives of a Harder Age
[  February]      Political + ['Social', 'Technological']              | Political:39 | Social:32 | Technological:13 | Economic:0 | The Mirror of the Soul-Thief
[      July]         Social + ['Political']                            | Social:41 | Political:41 | Technological:12 | Economic:0 | The Misdiagnosis of the Soul
[  December]      Political + ['Social']                               | Political:38 | Social:30 | Technological:0 | Economic:0 | The Missing Cohort
[     March]      Political + ['Economic', 'Technological']            | Political:71 | Economic:41 | Technological:25 | Social:6 | The Monetization of the Fog
[   October]         Social + ['Political']                            | Social:21 | Political:21 | Technological:8 | Economic:7 | The New Jerusalem
[   October]      Political + ['Technological']                        | Political:58 | Technological:29 | Economic:17 | Social:12 | The New Ministry of Truth
[      July]      Political + ['Social']                               | Political:59 | Social:28 | Technological:2 | Economic:0 | The Obituary for the Neutral Square
[  February]      Political + ['Social']                               | Political:65 | Social:18 | Economic:16 | Technological:8 | The Obituary of the Witness
[      July]      Political + ['Social', 'Technological']              | Political:15 | Social:11 | Technological:11 | Economic:0 | The Oracle in the Machine
[     March]         Social + ['Political', 'Technological']           | Social:33 | Political:19 | Technological:15 | Economic:5 | The Ouroboros of the Mind
[  February]       Economic + ['Social', 'Political']                  | Economic:51 | Social:31 | Political:29 | Technological:13 | The Pacification of the Palate
[    August]       Economic + ['Social']                               | Economic:63 | Social:14 | Political:14 | Technological:8 | The Paper Mountain and the Avalanche It Caused
[   January]         Social + ['Political']                            | Social:68 | Political:53 | Technological:5 | Economic:5 | The Paralysis of the Empty Nest
[  December]      Political + ['Economic']                             | Political:79 | Economic:37 | Social:11 | Technological:0 | The Paralysis of the Gavel
[   January]         Social + ['Political']                            | Social:85 | Political:26 | Technological:2 | Economic:0 | The Party at the End of the World
[   January]         Social + ['Political', 'Economic']                | Social:35 | Political:29 | Economic:18 | Technological:6 | The Patient Zero of the Cyborg Age
[  February]      Political + ['Social']                               | Political:37 | Social:35 | Technological:6 | Economic:5 | The Patient Zero of the Un-Person
[   October]      Political + ['Social', 'Economic']                   | Political:61 | Social:46 | Economic:25 | Technological:8 | The Perfect Drug
[    August]         Social + ['Political']                            | Social:22 | Political:17 | Technological:4 | Economic:0 | The Perfect Friend, The Perfect Poison
[    August]         Social + ['Political']                            | Social:81 | Political:28 | Economic:1 | Technological:0 | The Perfect Parasite
[ September]         Social + ['Political']                            | Social:66 | Political:19 | Technological:3 | Economic:0 | The Perfect Third Parent
[  February]      Political + ['Economic']                             | Political:67 | Economic:24 | Social:16 | Technological:6 | The Permission Slip for the End
[  February]      Political + ['Economic']                             | Political:68 | Economic:29 | Social:13 | Technological:12 | The Philosophy of the Demolition
[ September]      Political + ['Social']                               | Political:62 | Social:15 | Technological:8 | Economic:2 | The Poisoner's Handbook
[      July]       Economic + ['Political']                            | Economic:49 | Political:37 | Social:6 | Technological:0 | The Polite Plea Before the Fracture
[  February]       Economic + ['Social', 'Political']                  | Economic:36 | Social:20 | Political:14 | Technological:8 | The Proletarianization of the Mind
[     March]      Political + ['Technological']                        | Political:55 | Technological:20 | Social:13 | Economic:0 | The Promethean Pet
[      July]       Economic + ['Technological', 'Political']           | Economic:41 | Technological:39 | Political:26 | Social:6 | The Prophecy and Its Crooked Path
[   January]       Economic + ['Political']                            | Economic:54 | Political:50 | Social:14 | Technological:12 | The Prophecy of the Grind
[    August]       Economic + ['Technological', 'Political']           | Economic:35 | Technological:18 | Political:13 | Social:4 | The Prophet of the Boom
[     March]         Social + ['Political', 'Technological']           | Social:48 | Political:30 | Technological:15 | Economic:3 | The Psychology of the Void
[  February]      Political + ['Social']                               | Political:64 | Social:31 | Economic:15 | Technological:5 | The Purge of the Paper Citizens
[   January]         Social + ['Political']                            | Social:38 | Political:21 | Technological:5 | Economic:0 | The Quarantine of the Nursery
[      July]      Political + ['Technological', 'Social', 'Economic']  | Political:54 | Technological:49 | Social:30 | Economic:30 | The Question at the Heart of the Collapse
[   October]       Economic + ['Political']                            | Economic:36 | Political:34 | Social:6 | Technological:3 | The Quiet Revolution
[   October]         Social + ['Political']                            | Social:21 | Political:15 | Technological:8 | Economic:2 | The Quiet Revolutionaries
[  February]      Political + ['Social', 'Economic']                   | Political:29 | Social:20 | Economic:10 | Technological:8 | The Reclamation of the Commons
[  December]      Political + ['Social']                               | Political:69 | Social:43 | Economic:8 | Technological:0 | The Repeal of the Shadow Law
[   January]      Political + ['Technological', 'Social']              | Political:60 | Technological:46 | Social:27 | Economic:3 | The Retrieval of the Gods
[   October]      Political + ['Social']                               | Political:52 | Social:15 | Technological:6 | Economic:0 | The Ritual of Humiliation
[   January]      Political + ['Technological', 'Economic']            | Political:46 | Technological:37 | Economic:26 | Social:5 | The Sacrament of the Glitch
[    August]      Political + ['Technological', 'Social']              | Political:53 | Technological:37 | Social:28 | Economic:8 | The Schism in the New Priesthood
[     March]      Political + ['Social']                               | Political:53 | Social:28 | Economic:10 | Technological:2 | The Schism of the Stroller
[  February]      Political + ['Social']                               | Political:54 | Social:28 | Technological:7 | Economic:0 | The Schism of the Superman
[ September]         Social + ['Political']                            | Social:32 | Political:17 | Technological:7 | Economic:2 | The Seed in the Nursery
[  November]  Technological + ['Political', 'Social']                  | Technological:35 | Political:30 | Social:22 | Economic:2 | The Seeds of the Second Genesis
[      July]         Social + ['Political']                            | Social:25 | Political:23 | Technological:7 | Economic:3 | The Shadow in the Machine
[    August]       Economic + ['Political']                            | Economic:57 | Political:43 | Technological:3 | Social:2 | The Shadow Ledger
[ September]         Social + ['Political']                            | Social:26 | Political:24 | Technological:7 | Economic:5 | The Silent Epidemic
[ September]      Political + ['Economic', 'Technological']            | Political:61 | Economic:23 | Technological:19 | Social:6 | The Siren Song of a Dead God
[  December]      Political + ['Economic', 'Social']                   | Political:77 | Economic:40 | Social:35 | Technological:18 | The Stackless: The Hidden Geography of the Quiet
[    August]         Social + ['Political']                            | Social:81 | Political:23 | Economic:6 | Technological:3 | The Sterile Plague
[ September]         Social + ['Political']                            | Social:60 | Political:39 | Technological:10 | Economic:7 | The Surrender
[   January]         Social + ['Political']                            | Social:49 | Political:47 | Technological:8 | Economic:0 | The Swipe at the Silent Page
[   January]         Social + ['Political', 'Technological']           | Social:42 | Political:38 | Technological:19 | Economic:5 | The Sycophantic Plague
[   January]      Political + ['Social']                               | Political:45 | Social:34 | Economic:11 | Technological:0 | The Temple of the Faustian Wild
[  November]      Political + ['Economic']                             | Political:82 | Economic:17 | Social:8 | Technological:0 | The Terminal Diagnosis
[  December]      Political + ['Social']                               | Political:54 | Social:35 | Economic:14 | Technological:9 | The Terms of Surrender
[  February]  Technological + ['Political', 'Social']                  | Technological:45 | Political:27 | Social:20 | Economic:5 | The Tetrad of the Soul
[   January]       Economic + ['Political', 'Technological']           | Economic:59 | Political:27 | Technological:26 | Social:10 | The Thermodynamic Prophecy
[  February]      Political + ['Economic', 'Technological']            | Political:36 | Economic:24 | Technological:15 | Social:2 | The Tower of Babble
[    August]      Political + ['Economic']                             | Political:60 | Economic:30 | Technological:8 | Social:0 | The Two Cities: A Prophecy of the American Schism
[      July]      Political + ['Social', 'Technological']              | Political:43 | Social:22 | Technological:16 | Economic:0 | The Unanswered Indictment
[ September]      Political + ['Social', 'Economic']                   | Political:39 | Social:27 | Economic:25 | Technological:10 | The Unreadable World
[   October]      Political + ['Social']                               | Political:28 | Social:16 | Economic:5 | Technological:2 | The Unseen Abdication
[ September]      Political + ['Social']                               | Political:40 | Social:13 | Technological:10 | Economic:2 | The Unspoken Compass
[   October]         Social + ['Political', 'Economic']                | Social:46 | Political:29 | Economic:16 | Technological:0 | The Vote of No Confidence
[   October]      Political + ['Economic']                             | Political:37 | Economic:29 | Social:8 | Technological:6 | The Vulture's Prophecy
[   October]      Political + ['Technological']                        | Political:84 | Technological:14 | Social:8 | Economic:5 | The War of the Ghosts
[      July]      Political + ['Social']                               | Political:97 | Social:21 | Technological:17 | Economic:0 | The War That Dissolved the World
[  February]  Technological + ['Political', 'Economic', 'Social']      | Technological:53 | Political:49 | Economic:34 | Social:16 | The Wargame of the Gods
[    August]      Political + ['Economic', 'Social']                   | Political:30 | Economic:19 | Social:18 | Technological:5 | The Winning Heresy
[   October]      Political + ['Social']                               | Political:26 | Social:14 | Technological:3 | Economic:2 | The World Engine

======================================================================
DISTRIBUTION SUMMARY
======================================================================
Traceback (most recent call last):
  File "C:\Users\markj\OneDrive\Documents\Antigravity\general\projects\obsidian-mirror-v2\step_classify.py", line 273, in <module>
    print(f"  {cat:>14}: {count:>3} ({pct:5.1f}%) {bar}")
    ~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Python314\Lib\encodings\cp1252.py", line 19, in encode
    return codecs.charmap_encode(input,self.errors,encoding_table)[0]
           ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
UnicodeEncodeError: 'charmap' codec can't encode characters in position 31-41: character maps to <undefined>
